,sentimen,tahun,tweet
4015,Negatif,2020,gunanya pengumuman kemarin min bayangin ratus anak orang tua sekolah operator sekolah korban pemberi harapan palsu
4016,Positif,2020,hasilnya nihil siang menjelang proses ppdb ditutup informasi resmi apapun dinas pendidikan kebijakan mendadaknya diumumkan kemarin
4017,Positif,2020,sekolah data diverifikasi dibuatkan sk data tambahan buru diantarkan dinas diinput siswa cpdb harapan keterlibatan osis ekskul bobot
4018,Negatif,2020,penerapan berantakan siswa amp orang tua siswa bingung sekolah pusing rangkaian orang tua murid pemutakhiran data tambahan sidanira
4019,Netral,2020,pendaftaran ppdb jalur pindah tugas orangtua menjadikan kartu keluarga kakak dki jakarta syarat utama
4020,Netral,2020,infonya nilai prestasi masuk sidanira diserahkan dinas pendidikan kemarin
4021,Netral,2020,anak ragil bungsu lulus sd pusing ujian aspd perjuangan milih sekolah negeri ribet deh smp online kirain jakarta ribet yogya ribet
4022,Netral,2020,data rapor prestasi akademik dihide smtra data rapor muncul prestasi non akademik ditunda jalur prestasi dki ramai carbon copy
4023,Netral,2020,layanan posko ppdb dki jakarta wilayah jakarta selatan telpon nomor ko bilang salah sambung yah
4024,Positif,2020,iya kepastian update data prestasi akademik non akademik kemarin dikasih sekolah
4025,Positif,2020,nya kemarin jalur non akademik suruh kasih sertifikat lambat juni menyerahkan aploud sekolah giliran diserahkan diteruskan dinas pendidikan perubahan nilai non akademik
4026,Negatif,2020,kebijakan pemerintah provinsi dki dinas pendidikan terkait ppdb disoroti dikritisi kalangan orang tua siswa sikap partai gelora indonesia dki jakarta mengomentari situasi
4027,Positif,2020,gaktau lihat nya pas pencet daftar nilainya masuk mohon iya teman teman semuaa tag ppdb dki jakarta
4028,Negatif,2020,polling iya giliran milih umur iya
4029,Negatif,2020,kawan ppdb jakarta diinput nilai osis dan lain-lain nya
4030,Positif,2020,pendaftar penerimaan peserta didik ppdb dki jakarta jalur prestasi melebihi daya tampung
4031,Positif,2020,pendaftar ppdb dki jakarta jalur prestasi melebihi daya tampung pantau posisi calon siswa pendaftaran diperbarui
4032,Negatif,2020,aga sedih keterima ppdb jakarta sesuai jurusan sekolah bingung krna dijurusan nilai masuk lebih baik salah jurusan sekolah swasta iya tidak mau ngeberatin orang tua
4033,Positif,2020,penjelasan status anak non akademik berubah nyabkl update berubah status nilai non akademik tanggal juni jam perubahan mohon informasi
4034,Positif,2020,mohon izin informasi non akademik informasi sertifakat dipunya anak infokan tanggal juni menyerahkan unggah sekolah perlengkapan sertifikat anak sekolah tindak lanjuti
4035,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4036,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4037,Positif,2020,melulu dipersiapkan sedang apa kerjamu portal ppdb dki jakarta sulit diakses gubernur anies baswedan akui pendaftaran siswa
4038,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4039,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4040,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4041,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4042,Negatif,2020,doain ade keterima ppdb bekasi tolong biar jakarta
4043,Negatif,2020,bagamana anies baswedan dinas pendidikan ppdb jakarta kacau
4044,Positif,2020,pendaftar penerimaan peserta didik ppdb dki jakarta jalur prestasi melebihi daya tampung
4045,Positif,2020,puasa ngetwit kesel ppdb dki japres takut kalimat buruk lomba marawis padus modern dance dan lain-lain dicampur diskor prestasi akademik diem berdoa semoga jalan kekisruhan jalur prestasi
4046,Positif,2020,pemerintah provinsi dki jakarta menjamin kesetaraan warga dki jakarta mengakses sekolah kebijakan ppdb ikuti perkembangan informasi ppdb
4047,Netral,2020,sd smp sial mental gara kalah sertifikat lomba tingkat walikota provinsi jabatan kepengurusan ekskul kepengurusan dihandle guru kakak pembina gunanya anak sd ekskul lelah
4048,Netral,2020,ppdb smp negeri jakarta informasi buru anaknya diterima jalur prestasi
4049,Positif,2020,maaf kak verifikasi aktifitas akun brapa kak mohon teman kasih
4050,Negatif,2020,sekolah coba kasih biar semangat kalinya anak rumahan sekolah tidak tahu ngedown
4051,Negatif,2020,calon pemilih jalur umur
4052,Negatif,2020,anjer ku lihat ppdb jakarta seram banget pakai raport
4053,Netral,2020,retweet polri dit lantas pmj melaksanakan pengamanan kamseltibcar lantas penerimaan pendaftaran didik ppdb tingkat sd sma dinas pendidikan jakarta selatan
4054,Netral,2020,min lapor diblok mengikuti jalur
4055,Netral,2020,polri dit lantas pmj melaksanakan pengamanan kamseltibcar lantas penerimaan pendaftaran didik ppdb tingkat sd sma dinas pendidikan jakarta selatan
4056,Netral,2020,polri dit lantas pmj melaksanakan pengamanan kamseltibcar lantas penerimaan pendaftaran didik ppdb tingkat sd sma dinas pendidikan jakarta selatan
4057,Negatif,2020,sebentar iya daftar ppdb jakarta lulusan
4058,Positif,2020,peristiwa terulang jalur masuk ppdb ombudsman dinas pendidikan dki jakarta sistem berjalan
4059,Positif,2020,berdasarkan peraturan gubernur dki jakarta nomor petunjuk teknis ppdb calon peserta didik cpdb diseleksi pendaftaran melebihi kuota
4060,Netral,2020,ombudsman jakarta raya temukan kesalahan telekomunikasi perihal gangguan ppdb dki jakarta gangguan proses pendaftaran penerimaan peserta didik ppdb jakarta berpotensi timbulkan diskriminasi pasalnya
4061,Positif,2020,ppdb online wilayah ii jakarta diperpanjang inews siang
4062,Negatif,2020,cpdb orang tua cpdb minimal cek isian prestasi akademik prestasi nonakademik cpdb sekolah tujuan
4063,Netral,2020,coba cek random isian prestasi akademik prestasi nonakademik cpdb ppdb jakarta
4064,Netral,2020,ppdb dki jakarta buka jalur prestasi perinciannya
4065,Netral,2020,mohon dikoreksi nama sekolah amp alamat lokasi sd pejaten timur kesalahan sdn pejaten timur pg lokasi jalan pagujaten sdn pejaten timur pg lokasi kemuning iv
4066,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4067,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terimakasih
4068,Netral,2020,mohon maaf kak mengikuti ppdb dki jakarta tercatat kakak dki jakarta lambat juni
4069,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4070,Positif,2020,pasalnya berdasarkan peraturan gubernur dki jakarta nomor petunjuk teknis ppdb calon peserta didik cpdb diseleksi pendaftaran melebihi kuota
4071,Positif,2020,pendaftar ppdb dki jakarta lebihi daya tampung ahmad riza patria sekolah unggulan
4072,Positif,2020,suasana kantor dinas pendidikan dki
4073,Netral,2020,mohon maaf kak mengikuti ppdb cpdb tercatat kakak dki jakarta juni
4074,Positif,2020,min jakarta barat kebun jeruk calon ppdb kakak daerah tanjung durian sekolah sd kedoya utara kak mendaftar jalur zonasi
4075,Netral,2020,salam ppdb dki mendaftar sd anak kartu tanda penduduk jakarta selatan tinggal domisili dijakarta barat
4076,Positif,2020,heyy ppdb sma jakarta rumahnya daerah jakarta pusat mintol tendang kesalahan huhu dilempar ajaa
4077,Netral,2020,hallo posko pelayanan ppb bertempat dinas pendidikan provinsi dki jakarta catat iya informasi menghubungi instagram
4078,Negatif,2020,nilai rendah lumayan iya
4079,Negatif,2020,ih aneh banget ppdb sumatera utara dikasi lihat rank nilai sekolah pilih pilihan sekolah apasi anjing jelass tolong lempar jakarta mohon
4080,Netral,2020,excited mengikuti perkembangan ppdb smp sma dki jakarta anggota keluarga daftar
4081,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4082,Netral,2020,mengikuti ppdb cpdb tercatat kakak dki jakarta juni memenuhi kriteria mengajukan akun mohon posko ppdb wilayah terdekat iya kak
4083,Netral,2020,hallo posko pelayanan ppb bertempat suku dinas pendidikan dki jakarta catat iya informasi menghubungi instagram
4084,Netral,2020,mohon dikoreksi nama sekolah amp alamat lokasi sd pejaten timur kesalahan sdn pejaten timur pg lokasi jalan pagujaten sdn pejaten timur pg lokasi kemuning iv
4085,Positif,2020,selamat pagi nasyai jakarta selatan kontak support ppdb madrasah min terima kasih
4086,Positif,2020,pemerintah provinsi dki jakarta membuka layanan vaksinasi covid warga dki berusia wakil gubernur dki jakarta meninjau aktivitas ppdb smk sawah jakarta pusat rabu selengkapnya
4087,Netral,2020,jadwal ppdb dki jakarta diperpanjang juni cek alur syarat daftarnya
4088,Netral,2020,ppdb smp zonasi alamat kakak jakarta alamat tinggal depok pendaftaran zonasi mengacu alamat
4089,Positif,2020,maaf min berita peserta ppdb jakarta melampaui daya tampung sekolah perpanjang pendaftaran nyaa
4090,Positif,2020,min bangun min aman yak akun akun officialnya ppdb dki jakarta responsif japresnya kacau akademik non akademik
4091,Netral,2020,pendaftaran jalur prestasi jum at juni wib terlewatkan iya
4092,Positif,2020,pengalaman gagal ppdb bantu sodara mengurus pendaftaran masuk sma negeri ppdb dki jakarta singkat cerita siswa bantu kehalang kesempatannya daftar sma negeri aturan kakak minimal terbit
4093,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4094,Positif,2020,wakil gubernur riza mengecek kesiapan posko pelayanan ppdb smk jakarta riza menerima aduan orang tua siswa
4095,Positif,2020,jakarta selatan terima aduan terkait ppdb pengaduan orang tua wali calon peserta didik fisik posko ppdb sma sma jakarta telepon pesan aplikasi pengaduan
4096,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4097,Netral,2020,calon siswa diterima madrasah ppdb madrasah dki jakarta wajib lapor simak lapor ppdb madrasah min mtsn man detikedu
4098,Negatif,2020,ki dki gelar webinar transparansi partisipasi publik ppdb dki berita jakarta
4099,Negatif,2020,orang posko pelayanan suku dinas pendidikan wilayah ii jakarta timur pengaduan seputar ppdb
4100,Positif,2020,subhanallah dki lakukan action gerak cepat amp monitor kendala program sidanira terkait ppdb jakarta mantan mendikbud republik indonesia tanggap piawai pendidikan bibit sumber daya manusia ygunggul dki jakarta kotanya amp bahagia warganya
4101,Positif,2020,prestasi non akademik masuk penilaian iya
4102,Negatif,2020,syarat sekolah swasta ppdb jakarta selengkapnya
4103,Netral,2020,ppdb jalur prestasi dki jakarta dibuka juni wib bobot indikator prestasi kuota seleksi jalur prestasi ppdb jakarta detikedu
4104,Netral,2020,ppdb sma jakarta dibuka tidak tahu
4105,Negatif,2020,sistem ppdb dki jakarta error pt telekomunikasi tanggung penjelasannya
4106,Positif,2020,penerimaan peserta didik ppdb dki jakarta proses ppdb online ayo iya
4107,Positif,2020,wakil gubernur dki jakarta tinjau proses ppdb smk negeri kunjungan riza bertujuan meninjau proses pendaftaran ppdb
4108,Negatif,2020,komisi perlindungan anak indonesia terima aduann ppdb dki jakarta salah satunya
4109,Negatif,2020,sia nilai bagus
4110,Negatif,2020,orang tua kesulitan daftar ppdb jakarta
4111,Netral,2020,ombudsman republik indonesia perwakilan jakarta raya inspeksi mendadak pelaksanaan ppdb dki jakarta tim ombudsman menemukan permasalahan terkait ketidaksiapan provider menghadapi lonjakan user ppdb dki jakarta kemarin
4112,Netral,2020,pendaftaran ppdb jakarta diperpanjang jumat juni tahapan jadwal tata syarat pendaftarannya cek
4113,Negatif,2020,telekomunikasi dinilai gagal lakukan mitigasi teknis ppdb jakarta
4114,Negatif,2020,ngarepin zonasi rumah zona prio sma terdeket yakali lamahol tertawa pasrah ppdb jakarta
4115,Negatif,2020,kayaknya usia deh nder setauku ppdb jakarta diprioritas umur deh kaya kemarin zona kelurahan gitu zona bina rw yaa correct me if i'm wrong iya teman-teman
4116,Netral,2020,ombudsman temukan kesalahan telekomunikasi perihal gangguan ppdb dki jakarta klik baca
4117,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4118,Netral,2020,jalur pra pendaftaran terlambat infonya contoh kakak kartu tanda penduduk dki sekolah tangerang warga dki daftar prapendaftaran sekolah tangerang informasi ppdb dki jakarta
4119,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4120,Negatif,2020,musim ppdb kak jakarta iya peraturannya aneh
4121,Netral,2020,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4122,Positif,2020,penerimaan peserta didik ppdb dki jakarta mengalami kendala mekanisme pendaftaran ppdb
4123,Netral,2020,askrl ppdb jakarta akukan ngajuin akunnya smk jalur prestasi keliatannya kedepak pilihanku jalur zonasi sma iya ngajuin akunnya smk makasi
4124,Netral,2020,please ppdb sma jakarta pilih jurusan sesuai kemauan ngikutim takut belajar belajar belajar main gadget
4125,Positif,2020,wakil gubernur dki pendaftar ppdb online melebihi daya tampung sekolah total pendaftar mencapai orang pendaftar daya tampung jenjang negeri riza jakarta pusat
4126,Positif,2020,perbedaan kejuaraan prestasi akademik non akademik dimana iya konsistensi perekaman kejuaraan olah raga direkam akademik rekam non akademik
4127,Netral,2020,dianggap biang gangguan ppdb dki jakarta tanggapan telekomunikasi standby jam
4128,Positif,2020,penerimaan peserta didik ppdb tahapan ppdb dki jakarta
4129,Positif,2020,suku dinas pendidikan jakarta selatan memperpanjang pendaftaran ppdb daring juni sehubungan proses optimalisasi sistem
4130,Positif,2020,now look at this taekwondo nya masukkan lomba akademik taekwondo nya non akademik iya hmm inii ko
4131,Positif,2020,kesulitan daftar ppdb online call center dihubungi terkait ppdb dki jakarta
4132,Positif,2021,gubernur dki jakarta anies baswedan baswedan gerak cepat gerak cepat mengatasi sistem terganggu proses penerimaan peserta didik ppdb pelajaran dibuka online senin kemarin
4133,Netral,2021,bantu pendaftaran ppdb dki zonasi ketentuan seleksinya iya
4134,Negatif,2021,ppdb pakai nilai rapot plus prestasi lesu dengernya sekolah standar impian sekolah murid muridnya lolos sekolah negeri banyaknya
4135,Negatif,2021,posko pengaduan ppdb dki jakarta diserbu orang tua siswa
4136,Netral,2021,penerimaan peserta didik ppdb dki jakarta dibuka senin juni pelaksanaannya mengalami gangguan teknis
4137,Netral,2021,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4138,Positif,2021,situs ppdb dki jakarta sulit diakses anies baswedan baswedan angkat bicara
4139,Negatif,2021,sistem ppdb banget nilai anak penentu masuk sekolah tujuan
4140,Netral,2021,daftar ppdb smk paramitha jakarta dibuka juli scan qr code daftar online keringanan biaya pangkal juta come and join us
4141,Positif,2021,pelaksanaan ppdb pemerintah provinsi dki jakarta perubahan meniadakan jalur anak dki jakarta
4142,Positif,2021,wakil gubernur dki jakarta pendaftar ppdb melebihi daya tampung sekolah
4143,Positif,2021,heyy ppdb sma jakarta rumahnya daerah jakarta pusat mintol tendang kesalahan huhu dilempar ajaa
4144,Negatif,2021,lelah ppdb jakarta kemarin tanggal nyoba interkoneksi nungguin optimalisasi salah namanya sesuai sidanira persis pengajuan akun menangis
4145,Netral,2021,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4146,Netral,2021,informasi ppdb dki jakarta silakan menghubungi call center jam kerja telepon hotline telepon posko dinas terima kasih
4147,Positif,2021,penerimaan peserta didik ppdb daerah juni pra pendaftaran ppdb mei
4148,Positif,2021,selasa sore ribu siswa mendaftar ppdb jakarta daya tampung ribu
